"game_id"	"game_dt"	"home_team_id"	"away_team_id"	"inn_ct"	"bat_home_id"	"outs_ct"	"balls_ct"	"strikes_ct"	"pitch_seq_tx"	"event_tx"	"away_score_ct"	"home_score_ct"	"bat_id"	"pit_id"
MIN201407050	"20140705"	MIN	NYA	9	0	1	3	2	BBFFFBC	K	1	1	suzui001	perkg001
MIN201407050	"20140705"	MIN	NYA	11	0	2	1	1	CBX	"43/G"	1	1	suzui001	duenb001
MIN201407060	"20140706"	MIN	NYA	2	0	0	0	0	X	S7/L.1-2	2	0	suzui001	nolar001
MIN201407060	"20140706"	MIN	NYA	4	0	0	0	0	X	S7/L	6	0	suzui001	swara001
MIN201407060	"20140706"	MIN	NYA	5	0	2	1	2	CFBC	K	9	4	suzui001	swara001
MIN201407060	"20140706"	MIN	NYA	8	0	1	0	0	X	S7/L	9	5	suzui001	guerm001
CLE201407070	"20140707"	CLE	NYA	2	0	0	2	0	BBX	S7/L.2-3;BX2(7243)	1	0	suzui001	mastj001
CLE201407070	"20140707"	CLE	NYA	3	0	1	1	2	CC*BX	S3/G-.3-H;1-2	3	0	suzui001	crock001
CLE201407070	"20140707"	CLE	NYA	5	0	0	2	1	BFBX	"54(1)/FO/G.2-3"	5	0	suzui001	carrc003
CLE201407070	"20140707"	CLE	NYA	7	0	2	1	2	BCSX	S4/G-	5	2	suzui001	rzepm001
CLE201407080	"20140708"	CLE	NYA	2	0	0	2	1	CBBX	S7/G+	2	1	suzui001	bauet001
CLE201407080	"20140708"	CLE	NYA	3	0	2	3	2	CF*B*BFFB>X	"3/G"	3	1	suzui001	bauet001
CLE201407080	"20140708"	CLE	NYA	6	0	2	0	0	X	"8/F"	3	2	suzui001	bauet001
CLE201407080	"20140708"	CLE	NYA	9	0	2	2	2	SBCBS	K	3	5	suzui001	allec002
CLE201407090	"20140709"	CLE	NYA	2	0	1	1	2	BFCX	S5/G-	0	3	suzui001	tomlj001
CLE201407090	"20140709"	CLE	NYA	4	0	1	2	0	BBX	"13/G-"	1	3	suzui001	tomlj001
CLE201407090	"20140709"	CLE	NYA	6	0	0	2	2	CBFFFBX	"43/G"	4	4	suzui001	tomlj001
CLE201407090	"20140709"	CLE	NYA	8	0	2	0	2	CF1FFF1S	K	4	4	suzui001	atchs001
CLE201407090	"20140709"	CLE	NYA	10	0	2	1	2	CFB>S	K	4	4	suzui001	allec002
CLE201407090	"20140709"	CLE	NYA	13	0	0	1	2	BCSS	K	4	4	suzui001	rzepm001
CLE201407100	"20140710"	CLE	NYA	8	0	0	2	2	..CFBBX	S7/L	3	4	suzui001	atchs001
BAL201407110	"20140711"	BAL	NYA	2	0	2	0	0	X	D9/G	1	0	suzui001	gonzm003
BAL201407110	"20140711"	BAL	NYA	4	0	1	2	0	BBX	D9/L.1-3	2	0	suzui001	gonzm003
BAL201407110	"20140711"	BAL	NYA	7	0	0	3	1	CBBBX	"2/P2F"	2	2	suzui001	gonzm003
BAL201407110	"20140711"	BAL	NYA	9	0	1	0	2	F11CS	K	2	2	suzui001	britz001
BAL201407120	"20140712"	BAL	NYA	2	0	0	0	0	X	"7/L-"	0	0	suzui001	tillc001
BAL201407120	"20140712"	BAL	NYA	4	0	1	1	0	BX	"13/G-"	1	0	suzui001	tillc001
BAL201407120	"20140712"	BAL	NYA	6	0	1	3	2	BBCCBFX	"46(1)/FO/G.2-3"	1	0	suzui001	tillc001
BAL201407120	"20140712"	BAL	NYA	8	0	0	0	1	.CX	"3/G"	3	0	suzui001	webbr001
BAL201407130	"20140713"	BAL	NYA	2	0	1	1	2	*BSFFX	"8/F"	1	0	suzui001	gausk001
BAL201407130	"20140713"	BAL	NYA	5	0	0	0	2	CFX	"8/F"	1	3	suzui001	gausk001
NYA201407180	"20140718"	NYA	CIN	2	1	0	0	1	CX	"43/G"	0	1	suzui001	leakm001
NYA201407180	"20140718"	NYA	CIN	3	1	2	0	1	C>B	SB3;SB2	1	2	suzui001	leakm001
NYA201407180	"20140718"	NYA	CIN	3	1	2	1	1	C>B.X	"53/G"	1	2	suzui001	leakm001
NYA201407180	"20140718"	NYA	CIN	5	1	2	1	0	*BX	"63/G+"	2	4	suzui001	leakm001
NYA201407180	"20140718"	NYA	CIN	8	1	1	1	0	BX	"7/L"	3	4	suzui001	lecus001
NYA201407190	"20140719"	NYA	CIN	2	1	2	0	2	CCX	"7/F-"	0	1	suzui001	simoa001
NYA201407190	"20140719"	NYA	CIN	4	1	2	2	2	BFBFFS	K	0	2	suzui001	simoa001
NYA201407190	"20140719"	NYA	CIN	6	1	0	2	2	BCFFBS	K	1	4	suzui001	hoovj002
NYA201407190	"20140719"	NYA	CIN	8	1	1	3	2	BCBCBX	"13/G-"	1	7	suzui001	diazj005
NYA201407200	"20140720"	NYA	CIN	2	1	2	2	1	BBSX	"43/G"	0	0	suzui001	cuetj001
NYA201407200	"20140720"	NYA	CIN	4	1	2	1	0	BX	"63/G"	0	0	suzui001	cuetj001
NYA201407200	"20140720"	NYA	CIN	6	1	1	0	1	CX	S8/G	1	2	suzui001	parrm001
NYA201407200	"20140720"	NYA	CIN	7	1	2	1	2	CBC>X	"3/G"	1	2	suzui001	lecus001
NYA201407210	"20140721"	NYA	TEX	2	1	1	1	2	CFBFS	K	0	1	suzui001	mikom001
NYA201407210	"20140721"	NYA	TEX	5	1	0	0	0	X	"6/L"	1	2	suzui001	mikom001
NYA201407210	"20140721"	NYA	TEX	7	1	1	2	1	BFBX	"43/G-"	4	2	suzui001	mikom001
NYA201407220	"20140722"	NYA	TEX	12	1	0	0	0	X	"34/SH/BG.2-3;1-2"	0	0	suzui001	feier001
NYA201407220	"20140722"	NYA	TEX	14	1	0	1	0	.BX	"63/G"	1	1	suzui001	tepen001
NYA201407230	"20140723"	NYA	TEX	2	1	2	2	2	BBCCS	K	0	0	suzui001	darvy001
NYA201407230	"20140723"	NYA	TEX	4	1	2	0	0	X	"9/F"	1	2	suzui001	darvy001
NYA201407240	"20140724"	NYA	TEX	3	1	0	0	0	X	"8/F"	1	0	suzui001	lewic001
NYA201407240	"20140724"	NYA	TEX	5	1	0	3	0	BBBB	W	1	1	suzui001	lewic001
NYA201407240	"20140724"	NYA	TEX	6	1	2	0	2	CCFX	S7/L	1	3	suzui001	lewic001
NYA201407240	"20140724"	NYA	TEX	8	1	2	0	1	CX	"43/G"	2	4	suzui001	mendr002
NYA201407250	"20140725"	NYA	TOR	2	1	0	3	2	BCBBCFFB	W.2-3;1-2	3	0	suzui001	buehm001
NYA201407250	"20140725"	NYA	TOR	3	1	1	1	1	BFX	HR/9/L.2-H;1-H	4	3	suzui001	buehm001
NYA201407250	"20140725"	NYA	TOR	5	1	1	2	2	FCBBS	K+POCS3(26)/DP	4	6	suzui001	redmt002
NYA201407250	"20140725"	NYA	TOR	8	1	1	2	2	FBFBS	K	4	6	suzui001	mcgod001
NYA201407260	"20140726"	NYA	TOR	2	1	1	1	1	CBX	"8/L"	0	0	suzui001	hutcd001
NYA201407260	"20140726"	NYA	TOR	4	1	0	0	0	X	"6/P"	0	2	suzui001	hutcd001
NYA201407260	"20140726"	NYA	TOR	6	1	0	1	1	CBX	"6/P"	2	2	suzui001	hutcd001
NYA201407260	"20140726"	NYA	TOR	8	1	1	0	2	CFFX	"63!/G"	3	2	suzui001	loupa001
NYA201407270	"20140727"	NYA	TOR	9	1	2	1	2	.CBCFX	"7!/F-"	5	4	suzui001	jansc001
TEX201407280	"20140728"	TEX	NYA	3	0	0	1	2	BFSFFS	K	0	0	suzui001	darvy001
TEX201407280	"20140728"	TEX	NYA	4	0	2	2	2	CFBBX	"43/G"	1	0	suzui001	darvy001
TEX201407280	"20140728"	TEX	NYA	7	0	0	2	2	BBFCX	"13/G-"	2	4	suzui001	darvy001
BOS201408010	"20140801"	BOS	NYA	3	0	0	0	0	X	"7/F"	0	0	suzui001	ranaa001
BOS201408010	"20140801"	BOS	NYA	5	0	0	1	0	BX	S9/L	1	3	suzui001	ranaa001
NYA201408040	"20140804"	NYA	DET	3	1	0	0	1	CX	S8/L	0	0	suzui001	schem001
NYA201408040	"20140804"	NYA	DET	4	1	1	2	1	BBC>S	SB2	0	2	suzui001	schem001
NYA201408040	"20140804"	NYA	DET	4	1	1	2	2	BBC>S.S	K	0	2	suzui001	schem001
NYA201408040	"20140804"	NYA	DET	6	1	2	1	2	"1FBCFS"	K	1	2	suzui001	schem001
NYA201408050	"20140805"	NYA	DET	11	1	1	3	2	BFCBFBX	"8/F"	3	3	suzui001	sorij001
NYA201408070	"20140807"	NYA	DET	3	1	1	3	1	BBFBX	S6/G	0	0	suzui001	porcr001
NYA201408070	"20140807"	NYA	DET	5	1	0	0	2	SCS	K	0	1	suzui001	porcr001
NYA201408070	"20140807"	NYA	DET	7	1	2	0	1	CX	S7/L	0	1	suzui001	porcr001
NYA201408080	"20140808"	NYA	CLE	1	1	1	0	2	CFX	"46(1)/FO/G.2-3"	1	5	suzui001	bauet001
NYA201408080	"20140808"	NYA	CLE	3	1	2	1	2	SBTS	K	1	5	suzui001	bauet001
NYA201408080	"20140808"	NYA	CLE	6	1	0	3	2	BFCBBB	W	2	5	suzui001	axfoj001
NYA201408080	"20140808"	NYA	CLE	7	1	0	1	2	..CSBX	S9/G	6	10	suzui001	tomlj001
NYA201408090	"20140809"	NYA	CLE	3	1	1	1	2	CSBFX	"13/G-"	2	0	suzui001	klubc001
NYA201408090	"20140809"	NYA	CLE	5	1	1	3	2	BSBBSFX	S6/G+	2	0	suzui001	klubc001
NYA201408090	"20140809"	NYA	CLE	7	1	1	0	1	FX	"63/G"	2	0	suzui001	atchs001
NYA201408090	"20140809"	NYA	CLE	9	1	2	0	2	CSS	K	3	0	suzui001	allec002
NYA201408100	"20140810"	NYA	CLE	2	1	2	0	2	CF1C	K	1	0	suzui001	carrc003
NYA201408100	"20140810"	NYA	CLE	5	1	2	0	2	CSX	"7/L"	3	0	suzui001	carrc003
NYA201408100	"20140810"	NYA	CLE	8	1	2	0	0	X	D7/L	4	0	suzui001	shawb001
NYA201408190	"20140819"	NYA	HOU	3	1	0	2	2	BCBCX	S9/L	0	0	suzui001	oberb001
NYA201408190	"20140819"	NYA	HOU	5	1	0	0	2	CFS	K	1	2	suzui001	oberb001
NYA201408190	"20140819"	NYA	HOU	7	1	0	2	2	CBFBFX	"8/F"	4	4	suzui001	sippt001
NYA201408190	"20140819"	NYA	HOU	9	1	1	0	2	CCX	"43/G"	7	4	suzui001	qualc001
NYA201408200	"20140820"	NYA	HOU	2	1	2	0	1	CX	D7/L.1-3	0	0	suzui001	felds001
NYA201408200	"20140820"	NYA	HOU	5	1	0	0	0	X	S8/L	1	1	suzui001	felds001
NYA201408200	"20140820"	NYA	HOU	7	1	1	0	1	CX	"63/G"	5	2	suzui001	felds001
NYA201408200	"20140820"	NYA	HOU	9	1	1	2	1	BCBX	"6!/L"	5	2	suzui001	veraj001
NYA201408210	"20140821"	NYA	HOU	2	1	1	1	1	BSX	"8/SF/F.3-H"	0	2	suzui001	keucd001
NYA201408210	"20140821"	NYA	HOU	5	1	0	1	2	CC*BS	K	0	3	suzui001	keucd001
NYA201408210	"20140821"	NYA	HOU	7	1	1	1	2	BSCX	"7/F"	0	3	suzui001	keucd001
NYA201408220	"20140822"	NYA	CHA	6	1	2	3	1	.BFBBX	"63/G"	3	3	suzui001	belir001
NYA201408220	"20140822"	NYA	CHA	9	1	0	0	1	.CX	S8/L-	3	3	suzui001	webbd001
NYA201408230	"20140823"	NYA	CHA	3	1	0	2	2	FBBCX	"23/G-"	1	1	suzui001	carrs001
NYA201408230	"20140823"	NYA	CHA	4	1	2	0	0	X	S4/G-.2-3;1-2	1	3	suzui001	carrs001
NYA201408230	"20140823"	NYA	CHA	6	1	2	0	1	CX	"8/F"	2	5	suzui001	carrs001
NYA201408240	"20140824"	NYA	CHA	3	1	0	0	0	X	S6/P	1	0	suzui001	salec001
NYA201408240	"20140824"	NYA	CHA	5	1	1	2	2	CBCBFX	"63/G"	1	0	suzui001	salec001
NYA201408240	"20140824"	NYA	CHA	6	1	2	0	0	X	S9/L.3-H(UR);2-H(UR);1-2	3	2	suzui001	salec001
NYA201408240	"20140824"	NYA	CHA	9	1	0	0	2	"1LF11X"	"7/F"	4	4	suzui001	guerj002
KCA201408250	"20140825"	KCA	NYA	3	0	0	1	0	BX	S1/G.B-2(E1/TH)	0	0	suzui001	shiej002
KCA201408250	"20140825"	KCA	NYA	4	0	2	1	1	BSX	"8/F"	2	1	suzui001	shiej002
KCA201408250	"20140825"	KCA	NYA	7	0	0	1	1	CBX	S6/G.1-2	3	1	suzui001	shiej002
KCA201408250	"20140825"	KCA	NYA	8	0	2	0	1	CX	"6/P"	6	1	suzui001	buenf001
DET201408260	"20140826"	DET	NYA	3	0	2	1	1	FBX	S6/G-	0	1	suzui001	porcr001
DET201408260	"20140826"	DET	NYA	5	0	1	1	2	CFFBX	"43/G"	0	2	suzui001	porcr001
DET201408260	"20140826"	DET	NYA	7	0	2	3	1	BBFBX	"43/G"	1	4	suzui001	porcr001
DET201408270	"20140827"	DET	NYA	9	0	1	2	2	CSBBFX	S2/G-	8	3	suzui001	albua001
DET201408280	"20140828"	DET	NYA	8	0	1	1	2	..BSFS	K	2	2	suzui001	chamj002
TOR201408290	"20140829"	TOR	NYA	3	0	1	0	1	CX	"63/G"	0	0	suzui001	buehm001
TOR201408290	"20140829"	TOR	NYA	5	0	2	0	0	X	"43/G"	0	1	suzui001	buehm001
TOR201408290	"20140829"	TOR	NYA	7	0	0	3	2	BFF*BBX	S3/G.3-3	2	1	suzui001	buehm001
TOR201408290	"20140829"	TOR	NYA	8	0	2	3	1	.CBBBX	"5/P"	5	3	suzui001	cecib001
TOR201408300	"20140830"	TOR	NYA	3	0	2	1	2	FFBS	K	0	2	suzui001	hutcd001
TOR201408300	"20140830"	TOR	NYA	5	0	2	0	2	TCFFS	K	0	2	suzui001	hutcd001
TOR201408300	"20140830"	TOR	NYA	8	0	0	2	2	.BTBFX	"53/G"	0	2	suzui001	sanca006
NYA201409020	"20140902"	NYA	BOS	9	1	1	2	2	.BSSBFS	K	9	4	suzui001	uehak001
NYA201409030	"20140903"	NYA	BOS	3	1	0	0	0	X	"7/F"	0	2	suzui001	ranaa001
NYA201409030	"20140903"	NYA	BOS	5	1	1	1	1	CBX	S8/L.2-3;1-2	0	2	suzui001	ranaa001
NYA201409030	"20140903"	NYA	BOS	7	1	0	2	1	.BFBX	"7/L"	1	3	suzui001	wilsa001
NYA201409030	"20140903"	NYA	BOS	8	1	2	0	1	CX	"43/G"	1	5	suzui001	mujie001
NYA201409040	"20140904"	NYA	BOS	3	1	1	1	0	BX	S7/G+	3	0	suzui001	workb001
NYA201409040	"20140904"	NYA	BOS	4	1	2	0	2	FFC	K	3	3	suzui001	workb001
NYA201409040	"20140904"	NYA	BOS	7	1	0	1	2	.BLL1FF>X	"8/LDP.1X1(83)"	4	3	suzui001	laynt001
NYA201409050	"20140905"	NYA	KCA	3	1	2	3	2	BFBSBX	"53/G"	1	0	suzui001	shiej002
NYA201409050	"20140905"	NYA	KCA	5	1	2	2	2	CBBLFFX	"53/G"	1	0	suzui001	shiej002
NYA201409050	"20140905"	NYA	KCA	8	1	2	1	2	CFBFX	"63/G"	1	0	suzui001	shiej002
NYA201409060	"20140906"	NYA	KCA	5	1	2	0	0	.X	S8/G.2-H;1-3	1	5	suzui001	colec001
NYA201409060	"20140906"	NYA	KCA	8	1	1	2	1	BFBX	S14/G	2	6	suzui001	colel001
NYA201409070	"20140907"	NYA	KCA	2	1	2	3	2	BSFFF*BB>X	"7/L"	1	0	suzui001	venty001
NYA201409070	"20140907"	NYA	KCA	5	1	0	0	1	CX	"7/F"	2	0	suzui001	venty001
NYA201409070	"20140907"	NYA	KCA	7	1	2	2	2	CSBBC	K	2	0	suzui001	crowa001
NYA201409090	"20140909"	NYA	TBA	3	1	0	0	0	X	"8/L"	3	0	suzui001	archc001
NYA201409090	"20140909"	NYA	TBA	5	1	0	0	1	CX	S7/G.1-2	4	1	suzui001	archc001
NYA201409090	"20140909"	NYA	TBA	7	1	1	1	2	BFFFFX	S15/G	4	3	suzui001	archc001
NYA201409100	"20140910"	NYA	TBA	2	1	1	0	2	CSS	K	4	1	suzui001	odorj001
NYA201409100	"20140910"	NYA	TBA	3	1	2	0	0	X	"46(1)/FO/G"	4	3	suzui001	odorj001
NYA201409100	"20140910"	NYA	TBA	5	1	1	1	2	CBS1FFF>S	K+SB2	4	6	suzui001	belij001
NYA201409100	"20140910"	NYA	TBA	8	1	0	0	1	CX	D9/F.1-H	4	6	suzui001	peraj002
NYA201409110	"20140911"	NYA	TBA	2	1	2	2	1	BCBX	"13/G-"	0	0	suzui001	cobba001
NYA201409110	"20140911"	NYA	TBA	5	1	1	3	2	CBFBBFFX	"43/G"	3	0	suzui001	cobba001
NYA201409110	"20140911"	NYA	TBA	7	1	2	1	0	BX	"5/P5F"	4	0	suzui001	cobba001
NYA201409110	"20140911"	NYA	TBA	9	1	0	1	2	.CC*BFX	D8/L.1-3	4	2	suzui001	mcgej001
BAL201409122	"20140912"	BAL	NYA	2	0	2	2	2	BBFFS	K	0	0	suzui001	norrb001
BAL201409122	"20140912"	BAL	NYA	5	0	0	3	0	BBBB	W	0	2	suzui001	norrb001
BAL201409122	"20140912"	BAL	NYA	7	0	2	2	2	FBBFS	K	0	2	suzui001	norrb001
BAL201409130	"20140913"	BAL	NYA	9	0	1	0	1	FX	"54(1)/FO/G"	3	2	suzui001	meeke001
TBA201409150	"20140915"	TBA	NYA	2	0	1	0	1	FB	WP.2-3;1-2	0	0	suzui001	coloa001
TBA201409150	"20140915"	TBA	NYA	2	0	1	3	2	FB.BFBX	"6/P"	0	0	suzui001	coloa001
TBA201409150	"20140915"	TBA	NYA	5	0	0	3	2	FBBFFFBFFX	"13/G"	0	0	suzui001	coloa001
TBA201409150	"20140915"	TBA	NYA	7	0	2	0	1	CX	D9/L	0	0	suzui001	coloa001
TBA201409150	"20140915"	TBA	NYA	9	0	2	0	0	X	"13/G"	0	0	suzui001	peraj002
TBA201409160	"20140916"	TBA	NYA	2	0	2	0	1	CX	S9/L.2-H;B-2(TH)	0	0	suzui001	odorj001
TBA201409160	"20140916"	TBA	NYA	4	0	2	2	2	SBBST	K	1	0	suzui001	odorj001
TBA201409160	"20140916"	TBA	NYA	7	0	0	3	2	.BBCCBX	"6/P"	1	2	suzui001	gomeb001
TBA201409160	"20140916"	TBA	NYA	9	0	1	0	0	X	"7/F"	1	6	suzui001	yatek001
TBA201409170	"20140917"	TBA	NYA	3	0	1	2	2	CBBFX	"63/G"	0	0	suzui001	cobba001
TBA201409170	"20140917"	TBA	NYA	5	0	1	2	0	BBX	"43/G.2-3"	1	1	suzui001	cobba001
TBA201409170	"20140917"	TBA	NYA	6	0	2	2	2	BBFFFX	"13/G"	3	1	suzui001	cobba001
TBA201409170	"20140917"	TBA	NYA	9	0	2	1	2	FCBS	K	3	2	suzui001	peraj002
NYA201409190	"20140919"	NYA	TOR	3	1	0	0	2	CCX	S8/L-	2	1	suzui001	buehm001
NYA201409190	"20140919"	NYA	TOR	4	1	1	3	0	BBBB	W.2-3;1-2	2	3	suzui001	buehm001
NYA201409190	"20140919"	NYA	TOR	6	1	2	1	0	BX	"8/F"	3	5	suzui001	buehm001
NYA201409200	"20140920"	NYA	TOR	2	1	2	3	2	BCBBSFFFFX	"43/G"	1	0	suzui001	strom001
NYA201409200	"20140920"	NYA	TOR	4	1	2	1	2	FBCFX	S6/L-.1-2	1	1	suzui001	strom001
NYA201409200	"20140920"	NYA	TOR	6	1	2	1	1	BCX	S68/P.1-2	4	2	suzui001	strom001
NYA201409200	"20140920"	NYA	TOR	8	1	2	0	1	CX	"46(1)/FO/G"	5	2	suzui001	cecib001
NYA201409210	"20140921"	NYA	TOR	2	1	2	2	0	BBX	D9/L.1-3	1	1	suzui001	hutcd001
NYA201409210	"20140921"	NYA	TOR	4	1	2	2	2	CBBFFX	S7/L	1	1	suzui001	hutcd001
NYA201409210	"20140921"	NYA	TOR	6	1	1	1	2	TSFBS	K	1	2	suzui001	redmt002
NYA201409210	"20140921"	NYA	TOR	8	1	0	1	0	.BX	"3/G+"	2	5	suzui001	mcgod001
NYA201409220	"20140922"	NYA	BAL	3	1	0	0	2	FCX	E5/TH/G	0	0	suzui001	chenw001
NYA201409220	"20140922"	NYA	BAL	5	1	0	1	1	CBX	"46(1)3/GDP"	0	2	suzui001	chenw001
NYA201409220	"20140922"	NYA	BAL	7	1	0	1	1	.CBX	S4/G-	0	4	suzui001	meeke001
NYA201409230	"20140923"	NYA	BAL	2	1	2	1	1	BFX	"1/L+"	2	0	suzui001	jimeu001
NYA201409230	"20140923"	NYA	BAL	5	1	0	3	1	BBFBX	D9/L	5	1	suzui001	jimeu001
NYA201409230	"20140923"	NYA	BAL	6	1	2	1	2	BFCFS	K	5	2	suzui001	bracb001
NYA201409230	"20140923"	NYA	BAL	9	1	0	0	2	..CSX	"63/G"	5	4	suzui001	britz001
NYA201409240	"20140924"	NYA	BAL	9	1	0	2	1	.BBSX	"5/P5F"	9	5	suzui001	odayd001
NYA201409250	"20140925"	NYA	BAL	2	1	0	0	2	FCS	K	2	2	suzui001	gausk001
NYA201409250	"20140925"	NYA	BAL	4	1	1	1	2	CFBX	"43/G"	2	2	suzui001	gausk001
NYA201409250	"20140925"	NYA	BAL	7	1	0	3	2	LBBLBFB	W.1-2	2	2	suzui001	mcfat001
NYA201409250	"20140925"	NYA	BAL	8	1	2	2	1	BBCX	"13/G"	2	5	suzui001	saunj001
BOS201409270	"20140927"	BOS	NYA	1	0	0	2	0	BBX	"8/F"	0	0	suzui001	kellj001
BOS201409270	"20140927"	BOS	NYA	3	0	1	0	2	CFX	"53!/G"	0	9	suzui001	kellj001
BOS201409270	"20140927"	BOS	NYA	5	0	1	2	1	BFBX	S5/G	0	9	suzui001	kellj001
BOS201409270	"20140927"	BOS	NYA	8	0	0	0	1	SX	"8/L"	1	10	suzui001	kellj001
BOS201409270	"20140927"	BOS	NYA	9	0	1	1	2	FBFX	S7/G	4	10	suzui001	delar003
BOS201409280	"20140928"	BOS	NYA	1	0	0	2	2	BFBSFFX	"43/G"	0	0	suzui001	buchc001
BOS201409280	"20140928"	BOS	NYA	3	0	1	0	0	B	WP.2-3;1-2	0	0	suzui001	buchc001
BOS201409280	"20140928"	BOS	NYA	3	0	1	3	1	B.FBBX	T9/L.3-H;2-H	0	0	suzui001	buchc001
BOS201409280	"20140928"	BOS	NYA	5	0	0	1	1	CBX	"43/G"	4	0	suzui001	buchc001
